"customer_id","customer_name","birth_date","customer_job","created_at","annual_income","income_level","main_bank_yn","salary_transfer_yn","auto_transfer_yn","card_usage_yn","marketing_agree_yn","transaction_months","available_monthly_saving","updated_at"
86,고객_086,1987-05-08,주부,2025-05-18,3000,중간,false,false,true,true,false,13,700000,2026-02-25
87,고객_087,2005-01-05,공무원,2019-05-20,7000,높음,true,true,true,true,true,178,1500000,2026-04-21
88,고객_088,1991-10-06,자영업,2003-05-24,4000,중간,true,true,false,true,true,170,500000,2026-05-10
89,고객_089,1971-11-28,전문직,2003-05-24,3000,중간,false,false,false,false,false,226,300000,2026-03-19
90,고객_090,1981-01-10,전문직,2008-05-22,4800,중간,true,true,true,true,true,42,700000,2026-02-16
91,고객_091,1992-05-22,공무원,2010-05-22,2600,낮음,true,false,false,false,true,2,200000,2026-04-05
92,고객_092,1976-06-03,공무원,2008-05-22,8000,높음,true,true,true,false,true,48,1000000,2026-04-15
93,고객_093,1988-02-04,공무원,2003-05-24,12000,높음,true,true,true,true,true,119,2000000,2026-03-22
94,고객_094,2003-09-13,전문직,2016-05-20,5000,중간,true,true,true,true,true,100,700000,2026-05-14
95,고객_095,1990-08-08,주부,2009-05-22,9000,높음,true,false,false,true,true,64,4000000,2026-03-05
96,고객_096,1978-06-21,회사원,2001-05-24,3000,중간,true,true,false,false,true,75,1500000,2026-03-15
97,고객_097,1975-10-12,전문직,2023-05-19,5500,중간,true,true,true,false,true,25,1000000,2026-03-24
98,고객_098,2005-08-14,군인,2018-05-20,4200,중간,true,true,true,true,true,8,1000000,2026-05-12
99,고객_099,1994-02-08,프리랜서,2018-05-20,1800,낮음,false,false,false,false,true,10,200000,2026-02-24
100,고객_100,1986-12-12,공무원,2003-05-24,2600,낮음,true,false,false,true,false,9,400000,2026-05-06
101,고객_101,2002-03-29,회사원,2016-05-20,2600,낮음,false,true,false,false,false,9,200000,2026-04-22
102,고객_102,1998-11-18,공무원,2017-05-20,6000,높음,true,true,true,true,true,168,500000,2026-04-29
103,고객_103,1993-03-10,공무원,2007-05-23,3000,중간,true,true,true,false,false,67,700000,2026-03-20
104,고객_104,1984-04-24,공무원,2007-05-23,4200,중간,false,false,false,false,false,45,500000,2026-03-19
105,고객_105,1994-10-22,공무원,2024-05-18,5000,중간,false,false,false,false,false,225,100000,2026-05-12
106,고객_106,1987-08-27,프리랜서,2012-05-21,4800,중간,false,true,false,true,true,35,1500000,2026-02-24
107,고객_107,2003-12-18,군인,2017-05-20,4800,중간,false,false,true,true,false,22,300000,2026-03-18
108,고객_108,2007-03-02,학생,2025-05-18,7000,높음,false,true,true,true,true,109,1500000,2026-03-18
109,고객_109,1989-04-20,공무원,2001-05-24,3000,중간,false,false,true,false,false,69,700000,2026-04-25
110,고객_110,1994-10-09,프리랜서,2024-05-18,2600,낮음,false,true,true,false,false,12,300000,2026-03-26
111,고객_111,1999-02-19,프리랜서,2021-05-19,4800,중간,true,true,true,true,false,63,300000,2026-04-01
112,고객_112,1967-01-02,자영업,2002-05-24,2200,낮음,false,true,false,false,false,11,100000,2026-05-15
113,고객_113,1994-04-02,자영업,2009-05-22,4200,중간,true,true,false,false,true,80,1000000,2026-03-19
114,고객_114,1981-05-04,회사원,2012-05-21,12000,높음,false,false,true,true,false,45,1500000,2026-03-14
115,고객_115,1979-11-24,프리랜서,2001-05-24,8000,높음,true,true,true,true,true,95,700000,2026-04-30
116,고객_116,1991-09-22,주부,2022-05-19,7000,높음,true,true,true,true,false,55,1000000,2026-03-18
117,고객_117,1987-06-15,전문직,2012-05-21,12000,높음,true,true,true,true,false,95,2000000,2026-04-09
118,고객_118,1986-04-29,프리랜서,2012-05-21,3600,중간,true,true,true,true,true,69,500000,2026-03-06
119,고객_119,1984-05-09,회사원,2023-05-19,3600,중간,false,false,false,false,false,92,1000000,2026-04-06
120,고객_120,1995-11-03,공무원,2007-05-23,4000,중간,true,true,true,true,false,115,1000000,2026-04-27
121,고객_121,1978-03-26,프리랜서,2008-05-22,8000,높음,false,false,true,true,false,41,1000000,2026-04-21
122,고객_122,1994-07-10,공무원,2011-05-22,3000,중간,true,false,false,false,true,178,500000,2026-03-03
123,고객_123,1997-11-03,군인,2020-05-19,3000,중간,false,false,false,false,true,81,1000000,2026-03-28
124,고객_124,2003-03-14,군인,2024-05-18,2600,낮음,false,false,false,false,false,6,300000,2026-04-21
125,고객_125,1997-06-02,프리랜서,2023-05-19,4200,중간,true,true,true,false,false,17,300000,2026-04-02
126,고객_126,1978-09-08,공무원,2002-05-24,4200,중간,true,true,false,false,true,37,500000,2026-02-24
127,고객_127,1979-02-23,주부,2007-05-23,7000,높음,false,true,false,true,true,46,1500000,2026-03-24
128,고객_128,2004-10-07,전문직,2022-05-19,7000,높음,true,true,false,true,false,31,2000000,2026-04-27
129,고객_129,1999-02-02,전문직,2023-05-19,2200,낮음,false,false,false,true,false,4,400000,2026-04-13
130,고객_130,1982-08-12,전문직,2008-05-22,4800,중간,false,false,true,true,true,23,700000,2026-05-02
131,고객_131,1980-11-11,전문직,2002-05-24,3600,중간,false,false,false,false,true,7,300000,2026-03-09
132,고객_132,1977-04-09,전문직,2010-05-22,3000,중간,true,true,true,true,false,7,300000,2026-04-30
133,고객_133,1990-06-09,회사원,2010-05-22,2200,낮음,false,false,false,false,false,8,200000,2026-04-24
134,고객_134,1986-11-29,주부,2008-05-22,4200,중간,true,true,true,true,true,6,500000,2026-05-09
135,고객_135,1981-09-15,주부,2007-05-23,3600,중간,false,true,true,true,false,224,700000,2026-04-03
136,고객_136,1989-08-01,프리랜서,2021-05-19,3600,중간,false,false,false,true,false,78,700000,2026-04-27
137,고객_137,1980-08-23,회사원,2020-05-19,3000,중간,false,true,true,true,true,56,300000,2026-04-27
138,고객_138,1987-03-22,프리랜서,2002-05-24,8000,높음,true,false,true,false,false,74,1000000,2026-04-04
139,고객_139,1986-07-08,프리랜서,2007-05-23,4200,중간,false,true,true,true,false,13,1500000,2026-05-16
140,고객_140,1976-10-13,전문직,2025-05-18,4200,중간,true,true,false,false,false,178,1000000,2026-03-04
141,고객_141,2008-05-05,학생,2023-05-19,2500,낮음,true,false,false,false,true,148,500000,2026-04-14
142,고객_142,1978-12-27,프리랜서,2012-05-21,4200,중간,false,false,false,true,true,71,1500000,2026-03-08
143,고객_143,1994-08-09,프리랜서,2020-05-19,3600,중간,false,false,false,true,true,80,1000000,2026-05-13
144,고객_144,1989-09-30,공무원,2016-05-20,4200,중간,false,false,false,true,false,59,700000,2026-02-21
145,고객_145,1989-11-14,자영업,2024-05-18,3600,중간,true,true,true,true,true,54,700000,2026-04-12
146,고객_146,1981-12-08,회사원,2014-05-21,1800,낮음,true,false,false,false,false,3,200000,2026-03-06
147,고객_147,1993-02-25,자영업,2005-05-23,6000,높음,true,true,true,true,true,83,1000000,2026-04-03
148,고객_148,1995-06-26,주부,2024-05-18,4200,중간,true,true,false,false,false,26,300000,2026-02-26
149,고객_149,1983-08-13,프리랜서,2025-05-18,2600,낮음,false,false,false,true,false,6,100000,2026-02-28
150,고객_150,2005-06-23,군인,2018-05-20,4200,중간,true,true,true,false,false,21,300000,2026-04-17
151,고객_151,1988-08-21,자영업,2025-05-18,4200,중간,true,false,true,true,false,133,700000,2026-04-16
152,고객_152,2001-03-31,전문직,2019-05-20,4800,중간,true,true,true,false,false,12,1000000,2026-04-03
153,고객_153,1991-04-22,주부,2016-05-20,1800,낮음,false,false,false,false,false,9,300000,2026-05-02
154,고객_154,1985-09-21,회사원,2011-05-22,4200,중간,true,false,false,true,true,42,500000,2026-04-23
155,고객_155,1977-09-08,공무원,2017-05-20,4200,중간,true,false,true,false,false,128,100000,2026-04-14
156,고객_156,2006-10-01,학생,2023-05-19,3600,중간,true,true,true,false,false,15,500000,2026-03-01
157,고객_157,1998-03-10,전문직,2023-05-19,6000,높음,true,true,false,true,false,102,1000000,2026-04-08
158,고객_158,1980-11-14,주부,2011-05-22,10000,높음,true,true,false,true,true,43,1500000,2026-04-11
159,고객_159,1989-09-25,주부,2015-05-21,3000,중간,false,true,true,true,true,73,500000,2026-03-18
160,고객_160,1994-01-22,전문직,2008-05-22,4000,중간,true,true,true,true,false,85,1500000,2026-04-03
161,고객_161,1993-05-14,주부,2008-05-22,3600,중간,true,true,false,false,false,35,500000,2026-04-25
162,고객_162,1999-04-30,군인,2017-05-20,6000,높음,true,false,true,true,true,141,500000,2026-03-23
163,고객_163,1977-05-13,프리랜서,2018-05-20,7000,높음,true,true,true,true,false,58,1000000,2026-05-12
164,고객_164,1988-03-07,전문직,2024-05-18,7000,높음,true,true,true,true,true,67,500000,2026-05-01
165,고객_165,1981-09-08,회사원,2018-05-20,2200,낮음,true,true,true,true,true,9,100000,2026-03-05
166,고객_166,1992-02-22,전문직,2014-05-21,9000,높음,false,true,false,false,true,33,2000000,2026-02-20
167,고객_167,1999-11-13,전문직,2020-05-19,4200,중간,true,true,true,true,false,35,1000000,2026-04-17
168,고객_168,1995-07-10,프리랜서,2002-05-24,4800,중간,true,true,false,true,true,7,500000,2026-02-28
169,고객_169,1975-12-21,전문직,2017-05-20,2900,낮음,false,false,true,false,false,1,300000,2026-03-24
170,고객_170,2007-06-12,학생,2025-05-18,7000,높음,true,true,false,false,false,171,1000000,2026-03-10
171,고객_171,1979-08-11,전문직,2010-05-22,4000,중간,true,false,true,false,true,176,2000000,2026-04-27
172,고객_172,1991-09-23,자영업,2001-05-24,2200,낮음,true,false,false,false,false,3,200000,2026-05-12
173,고객_173,1977-08-19,공무원,2007-05-23,4800,중간,true,true,false,true,false,78,500000,2026-05-08
174,고객_174,2005-04-05,자영업,2019-05-20,3000,중간,true,true,true,false,true,9,700000,2026-04-07
175,고객_175,2001-02-25,회사원,2016-05-20,7000,높음,true,true,true,true,true,98,1500000,2026-03-15
176,고객_176,1993-06-05,자영업,2010-05-22,2200,낮음,true,false,false,false,false,6,500000,2026-03-23
177,고객_177,1990-06-05,공무원,2020-05-19,6000,높음,true,true,true,true,false,93,700000,2026-05-12
178,고객_178,1993-09-20,주부,2019-05-20,3600,중간,true,true,false,false,false,41,500000,2026-03-18
179,고객_179,1996-10-28,프리랜서,2020-05-19,3600,중간,true,true,true,true,false,171,500000,2026-03-26
180,고객_180,1995-03-01,회사원,2022-05-19,2600,낮음,false,false,true,true,false,9,300000,2026-03-18
181,고객_181,1978-12-15,자영업,2010-05-22,3000,중간,true,false,true,false,false,39,500000,2026-02-20
182,고객_182,1996-11-25,공무원,2016-05-20,2600,낮음,false,true,false,true,false,1,200000,2026-05-09
183,고객_183,1993-06-12,자영업,2009-05-22,2500,낮음,true,false,true,true,true,192,500000,2026-03-20
184,고객_184,1984-12-09,주부,2006-05-23,9000,높음,false,false,false,false,true,69,1000000,2026-05-09
185,고객_185,1993-06-17,공무원,2010-05-22,3600,중간,true,true,false,true,false,30,1500000,2026-02-27
186,고객_186,1997-02-25,공무원,2018-05-20,5000,중간,true,true,true,true,false,157,1000000,2026-05-07
187,고객_187,1981-06-07,전문직,2006-05-23,10000,높음,true,false,false,true,false,43,2000000,2026-05-06
188,고객_188,1993-12-09,공무원,2016-05-20,4000,중간,true,true,true,true,true,113,1000000,2026-02-17
189,고객_189,1993-03-21,공무원,2021-05-19,3000,중간,true,false,true,true,true,26,500000,2026-04-15
190,고객_190,2000-11-23,프리랜서,2019-05-20,3600,중간,false,true,false,false,true,13,700000,2026-05-10
191,고객_191,1995-08-04,프리랜서,2007-05-23,1800,낮음,true,false,false,true,false,2,100000,2026-02-21
192,고객_192,1996-03-15,군인,2017-05-20,4200,중간,false,true,false,false,false,230,700000,2026-03-22
193,고객_193,1999-03-27,군인,2024-05-18,3600,중간,true,true,true,false,false,170,100000,2026-03-20
194,고객_194,1990-02-16,회사원,2017-05-20,4000,중간,true,true,true,false,true,99,1500000,2026-02-17
195,고객_195,2002-01-19,회사원,2023-05-19,4200,중간,false,false,true,true,false,41,300000,2026-02-16
196,고객_196,1997-01-30,공무원,2018-05-20,4800,중간,false,true,false,false,false,21,300000,2026-03-08
197,고객_197,1985-02-07,전문직,2018-05-20,8000,높음,true,false,true,true,false,59,700000,2026-04-21
198,고객_198,1983-11-13,자영업,2011-05-22,3000,중간,true,false,true,false,false,116,300000,2026-04-30
199,고객_199,1979-08-25,공무원,2019-05-20,3600,중간,true,false,true,false,false,191,100000,2026-04-23
200,고객_200,1989-08-18,공무원,2021-05-19,9000,높음,false,true,false,true,true,33,2000000,2026-03-02
201,고객_201,1969-05-05,프리랜서,2023-05-19,7000,높음,true,true,true,true,true,129,700000,2026-03-23
202,고객_202,1986-03-19,주부,2015-05-21,1800,낮음,false,true,false,false,false,6,300000,2026-04-30
203,고객_203,1986-04-30,자영업,2014-05-21,2600,낮음,false,false,false,false,false,7,200000,2026-05-01
204,고객_204,2002-09-13,전문직,2017-05-20,3000,중간,true,false,true,false,false,177,300000,2026-02-25
205,고객_205,1975-02-23,전문직,2004-05-23,8000,높음,true,true,true,false,true,104,1500000,2026-04-10
206,고객_206,1989-11-12,자영업,2001-05-24,2200,낮음,false,false,false,false,true,7,200000,2026-05-16
207,고객_207,2009-01-25,학생,2025-05-18,2600,낮음,true,true,false,true,false,4,300000,2026-04-11
208,고객_208,1993-12-16,주부,2011-05-22,4000,중간,true,true,true,true,true,49,700000,2026-02-26
209,고객_209,2003-08-20,자영업,2017-05-20,2200,낮음,false,false,false,true,false,11,100000,2026-03-21
210,고객_210,1996-06-07,군인,2018-05-20,2200,낮음,false,false,true,true,false,11,500000,2026-05-02
211,고객_211,2003-12-24,프리랜서,2019-05-20,8000,높음,true,true,true,true,false,93,2000000,2026-03-09
212,고객_212,1987-08-11,전문직,2018-05-20,7000,높음,true,true,true,true,false,163,2000000,2026-03-17
213,고객_213,2001-09-24,회사원,2021-05-19,4000,중간,true,true,true,true,false,68,1000000,2026-03-17
214,고객_214,1999-07-14,전문직,2021-05-19,3600,중간,true,true,false,true,false,75,1000000,2026-03-04
215,고객_215,2007-05-16,학생,2025-05-18,5000,중간,true,false,true,true,true,147,1000000,2026-04-08
216,고객_216,1988-04-26,전문직,2010-05-22,4200,중간,true,true,false,true,true,68,500000,2026-04-15
217,고객_217,1978-12-04,자영업,2001-05-24,3600,중간,true,true,false,true,true,84,1000000,2026-05-03
218,고객_218,1992-02-05,전문직,2011-05-22,5000,중간,true,true,false,true,true,166,2000000,2026-04-05
219,고객_219,2007-06-20,학생,2025-05-18,6000,높음,true,true,true,false,true,86,700000,2026-05-05
220,고객_220,2000-01-01,공무원,2016-05-20,9000,높음,true,false,true,true,false,58,1500000,2026-02-24
221,고객_221,1981-09-03,주부,2017-05-20,5000,중간,true,true,true,true,false,38,1500000,2026-04-07
222,고객_222,1996-12-23,회사원,2021-05-19,6000,높음,true,true,true,true,false,142,700000,2026-03-08
223,고객_223,2004-08-20,군인,2021-05-19,2900,낮음,false,true,false,false,false,7,100000,2026-04-17
224,고객_224,1990-01-14,자영업,2002-05-24,4200,중간,true,false,true,true,true,30,300000,2026-03-10
225,고객_225,1990-03-30,공무원,2019-05-20,4800,중간,false,true,false,true,false,55,300000,2026-03-18
226,고객_226,1983-07-19,공무원,2025-05-18,3600,중간,true,false,true,true,false,8,1000000,2026-04-17
227,고객_227,1980-09-09,자영업,2010-05-22,3000,중간,false,false,true,true,true,100,500000,2026-02-24
228,고객_228,1995-02-22,회사원,2019-05-20,4800,중간,false,false,true,false,false,20,500000,2026-04-14
229,고객_229,1966-09-30,전문직,2005-05-23,2500,낮음,false,false,false,true,true,207,300000,2026-03-06
230,고객_230,1999-08-20,회사원,2021-05-19,4000,중간,true,true,true,false,true,178,700000,2026-03-21
231,고객_231,1978-04-24,공무원,2007-05-23,8000,높음,false,false,false,false,false,88,3000000,2026-05-11
232,고객_232,1995-03-13,자영업,2007-05-23,4200,중간,false,true,false,true,false,77,300000,2026-04-28
233,고객_233,1990-07-18,전문직,2004-05-23,8000,높음,true,true,true,true,false,137,700000,2026-03-30
234,고객_234,1978-06-26,공무원,2019-05-20,4800,중간,false,false,false,false,false,83,700000,2026-04-28
235,고객_235,1978-02-08,전문직,2021-05-19,4800,중간,true,true,true,true,true,69,700000,2026-03-26
236,고객_236,1997-12-09,프리랜서,2019-05-20,5000,중간,true,true,true,true,false,103,1500000,2026-05-15
237,고객_237,1991-05-12,프리랜서,2010-05-22,4200,중간,false,false,true,true,true,53,300000,2026-04-12
238,고객_238,1995-08-27,회사원,2024-05-18,2200,낮음,false,false,false,true,true,12,100000,2026-03-05
239,고객_239,2004-01-09,군인,2024-05-18,8000,높음,true,true,true,false,true,80,1500000,2026-04-07
240,고객_240,1986-10-17,프리랜서,2010-05-22,2200,낮음,false,false,false,false,false,8,400000,2026-04-09
241,고객_241,2003-09-10,군인,2018-05-20,3600,중간,false,true,false,true,false,232,1000000,2026-03-12
242,고객_242,1993-06-19,전문직,2011-05-22,3000,중간,true,false,true,false,false,204,100000,2026-05-11
243,고객_243,1997-03-17,전문직,2020-05-19,2500,낮음,true,true,false,false,false,227,300000,2026-03-30
244,고객_244,1993-02-04,공무원,2016-05-20,3600,중간,true,true,true,true,true,48,1000000,2026-02-16
245,고객_245,1993-09-14,프리랜서,2019-05-20,2200,낮음,false,false,false,true,true,8,100000,2026-04-06
246,고객_246,1999-02-24,공무원,2023-05-19,4200,중간,true,false,false,true,false,206,300000,2026-04-01
247,고객_247,1984-10-19,공무원,2018-05-20,3000,중간,true,true,false,false,true,66,500000,2026-04-02
248,고객_248,1984-07-14,회사원,2008-05-22,4200,중간,false,false,false,true,false,234,100000,2026-03-31
249,고객_249,1996-12-28,군인,2022-05-19,5000,중간,true,false,false,false,true,215,500000,2026-03-02
250,고객_250,1977-03-20,회사원,2017-05-20,7000,높음,true,false,false,true,true,86,2000000,2026-05-03
251,고객_251,2007-11-04,학생,2025-05-18,4200,중간,false,false,false,false,true,7,700000,2026-05-14
252,고객_252,1992-01-01,회사원,2002-05-24,4200,중간,true,true,true,true,false,50,500000,2026-02-21
253,고객_253,1949-05-28,자영업,2014-05-21,10000,높음,true,true,false,true,true,118,2000000,2026-04-02
254,고객_254,1979-02-14,주부,2009-05-22,3600,중간,true,false,true,false,false,33,700000,2026-04-06
255,고객_255,1979-01-25,자영업,2006-05-23,2200,낮음,false,false,false,false,false,1,200000,2026-04-13
256,고객_256,1987-03-13,주부,2017-05-20,5000,중간,true,true,true,false,true,54,500000,2026-03-18
257,고객_257,1977-09-17,회사원,2007-05-23,3000,중간,true,false,false,false,true,123,500000,2026-04-13
